Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity,ageAv,age,gender,ethnicity,solved,Month,Year
1,20 to 24,Male,Shooting,Not Domestic Abuse,Aug-06,Murder,Solved,Newham,White,2,2,1,0,1,Aug,2006
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-06,Murder,Solved,Ealing,White,1,1,1,0,1,Sep,2006
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Sep-06,Murder,Solved,Newham,White,4,4,1,0,1,Sep,2006
1,35 to 44 ,Male,Blunt Implement,Not Domestic Abuse,Sep-06,Murder,Solved,Newham,White,4,4,1,0,1,Sep,2006
1,13 to 19,Male,Knife or Sharp Implement,Domestic Abuse,Oct-06,Murder,Unsolved,Newham,Black,1,1,1,1,0,Oct,2006
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-06,Murder,Solved,Newham,White,5,5,1,0,1,Oct,2006
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-06,Murder,Solved,Havering,White,0,0,1,0,1,Mar,2006
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic Abuse,Apr-06,Murder,Solved,Havering,White,3,3,2,0,1,Apr,2006
1,20 to 24,Male,Shooting,Not Domestic Abuse,May-06,Murder,Solved,Havering,White,2,2,1,0,1,May,2006
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-06,Murder,Solved,Havering,White,5,5,1,0,1,Jul,2006
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-06,Murder,Solved,Havering,White,3,3,1,0,1,Oct,2006
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-06,Murder,Solved,Havering,Black,0,0,1,1,1,Dec,2006
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jan-06,Murder,Solved,Kensington & Chelsea,Black,3,3,1,1,1,Jan,2006
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-06,Murder,Solved,Kensington & Chelsea,White,5,5,1,0,1,Oct,2006
1,45 to 54,Male,Not known/Not Recorded ,Not Domestic Abuse,May-06,Murder,Unsolved,Hammersmith & Fulham,Black,5,5,1,1,0,May,2006
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-06,Murder,Solved,Hammersmith & Fulham,Not Reported/Not Known,3,3,1,4,1,Dec,2006
1,55 to 64,Male,Not known/Not Recorded ,Not Domestic Abuse,Feb-06,Murder,Unsolved,Westminster,White,6,6,1,0,0,Feb,2006
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Aug-06,Murder,Solved,Westminster,White,3,3,1,0,1,Aug,2006
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-06,Murder,Solved,Westminster,Other,2,2,1,3,1,Mar,2006
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-06,Murder,Solved,Westminster,Black,2,2,1,1,1,Aug,2006
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Wandsworth,Black,4,4,1,1,1,Jan,2007
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Mar-07,Murder,Solved,Wandsworth,Asian,0,0,1,2,1,Mar,2007
1,20 to 24,Female,Shooting,Not Domestic Abuse,Apr-07,Murder,Solved,Wandsworth,White,2,2,2,0,1,Apr,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Wandsworth,Asian,3,3,1,2,1,Jun,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Kingston Upon Thames,Black,2,2,1,1,1,Jun,2007
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Jan-07,Murder,Unsolved,Hounslow,White,4,4,1,0,0,Jan,2007
1,65 and over,Female,Blunt Implement,Domestic Abuse,Aug-07,Murder,Solved,Hounslow,White,7,7,2,0,1,Aug,2007
1,25 to 34,Male,Blunt Implement,Domestic Abuse,Sep-07,Murder,Solved,Hounslow,Not Reported/Not Known,3,3,1,4,1,Sep,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-07,Murder,Solved,Hillingdon,White,3,3,1,0,1,Feb,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Solved,Hillingdon,White,3,3,1,0,1,Mar,2007
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,May-07,Murder,Solved,Hillingdon,Asian,4,4,1,2,1,May,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-07,Murder,Solved,Hillingdon,White,3,3,1,0,1,Jul,2007
1,25 to 34,Female,Other Methods Of Killing,Not Domestic Abuse,Jan-07,Murder,Solved,Lambeth,White,3,3,2,0,1,Jan,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Ealing,Black,3,3,1,1,1,Jan,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Unsolved,Lambeth,Black,1,1,1,1,0,Feb,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Unsolved,Lambeth,Not Reported/Not Known,1,1,1,4,0,Feb,2007
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Unsolved,Lambeth,White,5,5,1,0,0,Apr,2007
1,25 to 34,Male,Shooting,Not Domestic Abuse,Apr-07,Murder,Unsolved,Lambeth,Black,3,3,1,1,0,Apr,2007
1,25 to 34,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,Asian,3,3,1,2,1,Jun,2007
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,White,0,0,2,0,1,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,White,3,3,1,0,1,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,White,3,3,1,0,1,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,Black,3,3,1,1,1,Jun,2007
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Lambeth,Asian,4,4,1,2,1,Jun,2007
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Unsolved,Lambeth,Black,3,3,1,1,0,Jul,2007
1,45 to 54,Female,Blunt Implement,Domestic Abuse,Jul-07,Murder,Solved,Lambeth,Black,5,5,2,1,1,Jul,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Solved,Lambeth,Black,1,1,1,1,1,Jul,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Lambeth,Black,2,2,1,1,1,Aug,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Aug-07,Murder,Solved,Lambeth,Black,1,1,1,1,1,Aug,2007
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-07,Murder,Solved,Lambeth,White,2,2,1,0,1,Aug,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Lambeth,Black,4,4,1,1,1,Sep,2007
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-07,Murder,Solved,Lambeth,White,3,3,1,0,1,Sep,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Lambeth,Other,3,3,1,3,1,Sep,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Oct-07,Murder,Solved,Lambeth,Black,2,2,1,1,1,Oct,2007
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Oct-07,Murder,Solved,Lambeth,Black,4,4,1,1,1,Oct,2007
1,25 to 34,Male,Not known/Not Recorded ,Not Domestic Abuse,Aug-07,Murder,Solved,Brent,White,3,3,1,0,1,Aug,2007
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-07,Murder,Solved,Brent,Asian,5,5,1,2,1,Oct,2007
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Camden,White,3,3,1,0,1,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Camden,White,3,3,1,0,1,Aug,2007
1,55 to 64,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Ealing,White,6,6,2,0,1,Aug,2007
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Sep-07,Murder,Solved,Camden,White,5,5,1,0,1,Sep,2007
1,55 to 64,Male,Shooting,Not Domestic Abuse,Jan-07,Murder,Solved,Barnet,White,6,6,1,0,1,Jan,2007
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Barnet,White,5,5,1,0,1,Jun,2007
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,Oct-07,Murder,Solved,Barnet,White,0,0,1,0,1,Oct,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Ealing,Asian,3,3,1,2,1,Jan,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Ealing,White,3,3,1,0,1,Jan,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Ealing,Black,4,4,1,1,1,May,2007
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Ealing,Asian,6,6,1,2,1,Jun,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jun-07,Murder,Unsolved,Ealing,White,2,2,1,0,0,Jun,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Ealing,Black,2,2,1,1,1,Sep,2007
1,25 to 34,Male,Shooting,Not Domestic Abuse,Sep-07,Murder,Unsolved,Ealing,Black,3,3,1,1,0,Sep,2007
1,45 to 54,Male,Blunt Implement,Not Domestic Abuse,Feb-07,Murder,Solved,Islington,White,5,5,1,0,1,Feb,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Islington,White,1,1,1,0,1,Jun,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Islington,Black,1,1,1,1,1,Dec,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Haringey,Black,1,1,1,1,1,Jan,2007
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-07,Manslaughter,Unsolved,Haringey,White,2,2,1,0,0,Jan,2007
1,35 to 44 ,Female,Knife or Sharp Implement,Domestic Abuse,Jun-07,Murder,Solved,Haringey,White,4,4,2,0,1,Jun,2007
1,13 to 19,Female,Shooting,Not Domestic Abuse,Jun-07,Murder,Solved,Haringey,Black,1,1,2,1,1,Jun,2007
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-07,Murder,Solved,Haringey,White,0,0,1,0,1,Aug,2007
1,55 to 64,Male,Other Methods Of Killing,Not Domestic Abuse,Nov-07,Manslaughter,Solved,Haringey,Asian,6,6,1,2,1,Nov,2007
1,35 to 44 ,Male,Not known/Not Recorded ,Not Domestic Abuse,Nov-07,Murder,Solved,Haringey,Black,4,4,1,1,1,Nov,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-07,Murder,Solved,Southwark,Black,2,2,1,1,1,Feb,2007
1,45 to 54,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Solved,Southwark,Black,5,5,1,1,1,Feb,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Solved,Southwark,Black,1,1,1,1,1,Feb,2007
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Solved,Southwark,Asian,2,2,2,2,1,Apr,2007
1,25 to 34,Male,Other Methods Of Killing,Domestic Abuse,Aug-07,Murder,Solved,Southwark,White,3,3,1,0,1,Aug,2007
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Sep-07,Murder,Unsolved,Southwark,Black,4,4,1,1,0,Sep,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Unsolved,Southwark,Black,1,1,1,1,0,Sep,2007
1,45 to 54,Male,Not known/Not Recorded ,Not Domestic Abuse,Dec-07,Murder,Solved,Southwark,White,5,5,1,0,1,Dec,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Dec-07,Murder,Unsolved,Southwark,Black,2,2,1,1,0,Dec,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,May-07,Murder,Solved,Lewisham,Black,2,2,1,1,1,May,2007
1,25 to 34,Female,Shooting,Not Domestic Abuse,Oct-07,Murder,Solved,Lewisham,White,3,3,2,0,1,Oct,2007
1,45 to 54,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-07,Murder,Solved,Lewisham,Black,5,5,2,1,1,Oct,2007
1,65 and over,Female,Other Methods Of Killing,Domestic Abuse,Nov-07,Murder,Solved,Lewisham,White,7,7,2,0,1,Nov,2007
1,35 to 44 ,Female,Other Methods Of Killing,Domestic Abuse,Feb-07,Murder,Solved,Bromley,White,4,4,2,0,1,Feb,2007
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Solved,Bromley,White,5,5,1,0,1,Apr,2007
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,May-07,Murder,Solved,Bromley,White,3,3,1,0,1,May,2007
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Jun-07,Murder,Solved,Bromley,White,6,6,1,0,1,Jun,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Bromley,White,1,1,1,0,1,Jun,2007
1,65 and over,Female,Other Methods Of Killing,Not Domestic Abuse,Nov-07,Murder,Unsolved,Bromley,White,7,7,2,0,0,Nov,2007
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Dec-07,Murder,Solved,Bromley,White,2,2,2,0,1,Dec,2007
1,35 to 44 ,Female,Shooting,Domestic Abuse,Mar-07,Murder,Solved,Greenwich,White,4,4,2,0,1,Mar,2007
1,65 and over,Male,Knife or Sharp Implement,Domestic Abuse,Apr-07,Murder,Solved,Greenwich,White,7,7,1,0,1,Apr,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Solved,Greenwich,White,3,3,1,0,1,Apr,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Solved,Greenwich,Black,2,2,1,1,1,Jul,2007
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-07,Murder,Solved,Greenwich,White,5,5,1,0,1,Aug,2007
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Sep-07,Murder,Solved,Greenwich,White,3,3,1,0,1,Sep,2007
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-07,Murder,Solved,Greenwich,White,5,5,1,0,1,Sep,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Oct-07,Murder,Unsolved,Greenwich,Black,1,1,1,1,0,Oct,2007
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-07,Murder,Solved,Croydon,Black,5,5,1,1,1,Apr,2007
1,0 to 12,Male,"Physical Assault, no weapon",Not Domestic Abuse,May-07,Murder,Solved,Croydon,Black,0,0,1,1,1,May,2007
1,0 to 12,Female,"Physical Assault, no weapon",Not Domestic Abuse,May-07,Murder,Solved,Croydon,Black,0,0,2,1,1,May,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Croydon,Black,1,1,1,1,1,May,2007
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Croydon,Black,1,1,2,1,1,Jun,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Croydon,White,2,2,1,0,1,Aug,2007
1,35 to 44 ,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-07,Murder,Solved,Croydon,Black,4,4,1,1,1,Nov,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Croydon,White,2,2,1,0,1,Dec,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-07,Murder,Solved,Bexley,White,4,4,1,0,1,Oct,2007
1,55 to 64,Male,Not known/Not Recorded ,Not Domestic Abuse,Nov-07,Murder,Solved,Sutton,White,6,6,1,0,1,Nov,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-07,Murder,Solved,Sutton,White,4,4,1,0,1,Nov,2007
1,25 to 34,Female,Other Methods Of Killing,Domestic Abuse,Feb-07,Murder,Solved,Tower Hamlets,White,3,3,2,0,1,Feb,2007
1,65 and over,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Tower Hamlets,White,7,7,1,0,1,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Aug-07,Murder,Solved,Tower Hamlets,Asian,3,3,1,2,1,Aug,2007
1,25 to 34,Female,Not known/Not Recorded ,Not Domestic Abuse,Oct-07,Murder,Solved,Southwark,Asian,3,3,2,2,1,Oct,2007
1,20 to 24,Female,Other Methods Of Killing,Not Domestic Abuse,Oct-07,Murder,Solved,Southwark,White,2,2,2,0,1,Oct,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Solved,Redbridge,Asian,3,3,1,2,1,Mar,2007
1,0 to 12,Female,Other Methods Of Killing,Not Domestic Abuse,Apr-07,Murder,Solved,Redbridge,Black,0,0,2,1,1,Apr,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Redbridge,Asian,1,1,1,2,1,Jun,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Ealing,Asian,3,3,1,2,1,Aug,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Redbridge,Asian,3,3,1,2,1,Dec,2007
1,45 to 54,Female,Knife or Sharp Implement,Domestic Abuse,Jan-07,Murder,Solved,Hackney,White,5,5,2,0,1,Jan,2007
1,0 to 12,Male,Blunt Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Hackney,Black,0,0,1,1,1,Jan,2007
1,0 to 12,Female,Blunt Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Hackney,Black,0,0,2,1,1,Jan,2007
1,25 to 34,Male,Shooting,Not Domestic Abuse,Feb-07,Murder,Solved,Hackney,Black,3,3,1,1,1,Feb,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Islington,Black,4,4,1,1,1,May,2007
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Unsolved,Hackney,White,4,4,1,0,0,Jun,2007
1,0 to 12,Male,Not known/Not Recorded ,Not Domestic Abuse,Sep-07,Manslaughter,Solved,Hackney,White,0,0,1,0,1,Sep,2007
1,13 to 19,Male,Shooting,Not Domestic Abuse,Nov-07,Murder,Solved,Hackney,White,1,1,1,0,1,Nov,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-07,Murder,Solved,Hackney,White,1,1,1,0,1,Dec,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Apr-07,Murder,Solved,Waltham Forest,Black,1,1,1,1,1,Apr,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Waltham Forest,White,3,3,1,0,1,Aug,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Waltham Forest,Black,2,2,1,1,1,Sep,2007
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-07,Murder,Solved,Waltham Forest,White,0,0,1,0,1,Sep,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Barking & Dagenham,Black,1,1,1,1,1,Jan,2007
1,25 to 34,Male,Shooting,Not Domestic Abuse,Jan-07,Murder,Unsolved,Barking & Dagenham,Black,3,3,1,1,0,Jan,2007
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Jul-07,Murder,Solved,Barking & Dagenham,White,2,2,1,0,1,Jul,2007
1,25 to 34,Male,Blunt Implement,Not Domestic Abuse,Jul-07,Murder,Unsolved,Ealing,Asian,3,3,1,2,0,Jul,2007
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Barking & Dagenham,Black,0,0,2,1,1,Aug,2007
1,13 to 19,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-07,Manslaughter,Solved,Enfield,White,1,1,1,0,1,Apr,2007
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic Abuse,May-07,Murder,Solved,Enfield,Black,1,1,2,1,1,May,2007
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Jul-07,Murder,Solved,Enfield,White,2,2,2,0,1,Jul,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Solved,Enfield,Black,2,2,1,1,1,Jul,2007
1,45 to 54,Female,"Physical Assault, no weapon",Not Domestic Abuse,Jul-07,Murder,Solved,Enfield,Asian,5,5,2,2,1,Jul,2007
1,45 to 54,Male,Other Methods Of Killing,Not Domestic Abuse,Aug-07,Murder,Solved,Enfield,White,5,5,1,0,1,Aug,2007
1,25 to 34,Female,Other Methods Of Killing,Domestic Abuse,Jan-07,Murder,Solved,Newham,Asian,3,3,2,2,1,Jan,2007
1,0 to 12,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-07,Murder,Solved,Newham,Asian,0,0,2,2,1,Jan,2007
1,0 to 12,Female,"Physical Assault, no weapon",Domestic Abuse,Jan-07,Murder,Solved,Newham,Asian,0,0,2,2,1,Jan,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Solved,Newham,Asian,3,3,1,2,1,Mar,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Unsolved,Newham,Black,1,1,1,1,0,Mar,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Domestic Abuse,Apr-07,Murder,Solved,Newham,Asian,4,4,1,2,1,Apr,2007
1,25 to 34,Female,Other Methods Of Killing,Domestic Abuse,Apr-07,Murder,Solved,Ealing,Asian,3,3,2,2,1,Apr,2007
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Newham,White,3,3,1,0,1,Jun,2007
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic Abuse,Jun-07,Murder,Solved,Newham,White,6,6,1,0,1,Jun,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Unsolved,Newham,Black,1,1,1,1,0,Aug,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-07,Murder,Solved,Ealing,Asian,1,1,1,2,1,Oct,2007
1,13 to 19,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-07,Murder,Solved,Newham,Black,1,1,1,1,1,Nov,2007
1,35 to 44 ,Female,"Physical Assault, no weapon",Domestic Abuse,Nov-07,Murder,Solved,Newham,White,4,4,2,0,1,Nov,2007
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,May-07,Manslaughter,Solved,Havering,White,3,3,1,0,1,May,2007
1,35 to 44 ,Male,Shooting,Not Domestic Abuse,Jun-07,Murder,Solved,Havering,White,4,4,1,0,1,Jun,2007
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Jun-07,Murder,Solved,Havering,White,3,3,1,0,1,Jun,2007
1,25 to 34,Male,Other Methods Of Killing,Not Domestic Abuse,Nov-07,Murder,Solved,Havering,White,3,3,1,0,1,Nov,2007
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,May-07,Murder,Solved,Westminster,Asian,0,0,1,2,1,May,2007
1,20 to 24,Male,Other Methods Of Killing,Not Domestic Abuse,Sep-07,Murder,Solved,Westminster,Black,2,2,1,1,1,Sep,2007
1,20 to 24,Male,Shooting,Not Domestic Abuse,Mar-07,Murder,Unsolved,Hammersmith & Fulham,Black,2,2,1,1,0,Mar,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Mar-07,Murder,Solved,Hammersmith & Fulham,Black,1,1,1,1,1,Mar,2007
1,45 to 54,Male,Knife or Sharp Implement,Domestic Abuse,Jun-07,Murder,Solved,Hammersmith & Fulham,White,5,5,1,0,1,Jun,2007
1,45 to 54,Male,Shooting,Not Domestic Abuse,Jul-07,Murder,Solved,Hammersmith & Fulham,Black,5,5,1,1,1,Jul,2007
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic Abuse,Aug-07,Murder,Solved,Ealing,White,2,2,2,0,1,Aug,2007
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Sep-07,Murder,Solved,Hammersmith & Fulham,White,4,4,1,0,1,Sep,2007
1,25 to 34,Male,Knife or Sharp Implement,Domestic Abuse,Feb-07,Murder,Solved,Westminster,White,3,3,1,0,1,Feb,2007
1,0 to 12,Male,Other Methods Of Killing,Not Domestic Abuse,Apr-07,Murder,Solved,Westminster,White,0,0,1,0,1,Apr,2007
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic Abuse,Jan-07,Murder,Solved,Westminster,Black,1,1,1,1,1,Jan,2007
1,55 to 64,Male,"Physical Assault, no weapon",Not Domestic Abuse,Nov-07,Manslaughter,Solved,Westminster,White,6,6,1,0,1,Nov,2007
1,35 to 44 ,Male,Other Methods Of Killing,Not Domestic Abuse,Jan-08,Manslaughter,Solved,Wandsworth,White,4,4,1,0,1,Jan,2008
1,35 to 44 ,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-08,Murder,Solved,Wandsworth,White,4,4,1,0,1,Feb,2008
1,20 to 24,Female,Knife or Sharp Implement,Domestic Abuse,Aug-08,Murder,Solved,Wandsworth,White,2,2,2,0,1,Aug,2008
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic Abuse,Nov-08,Murder,Unsolved,Wandsworth,Black,2,2,1,1,0,Nov,2008
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic Abuse,Dec-08,Murder,Unsolved,Wandsworth,White,5,5,1,0,0,Dec,2008
1,25 to 34,Female,Other Methods Of Killing,Not Domestic Abuse,Feb-08,Manslaughter,Solved,Hounslow,White,3,3,2,0,1,Feb,2008
1,25 to 34,Female,Not known/Not Recorded ,Not Domestic Abuse,Oct-08,Manslaughter,Unsolved,Hounslow,White,3,3,2,0,0,Oct,2008
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Oct-08,Murder,Solved,Hounslow,Asian,3,3,1,2,1,Oct,2008
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic Abuse,Feb-08,Murder,Solved,Hillingdon,White,3,3,1,0,1,Feb,2008
